BIBNO,AGE,GENDER,CATEGORY,SWIM,T1,BIKE,T2,RUN,FINALTM
525,61,M,M OPEN,00:19:51,00:07:05,01:27:35,00:03:30,00:57:04,02:55:05
526,61,M,M OPEN,00:17:29,00:08:12,01:23:19,00:02:35,00:51:14,02:42:49
527,61,M,M OPEN,00:24:41,00:16:15,01:28:24,00:07:08,01:06:09,03:22:37
528,61,M,M OPEN,00:23:32,00:10:09,01:40:46,00:04:45,01:27:36,03:46:48
529,61,M,M OPEN,00:21:18,00:08:08,01:21:11,00:02:37,01:02:11,02:55:25
531,61,M,M OPEN,00:21:01,00:09:23,01:36:15,00:03:20,01:00:50,03:10:49
533,61,M,M OPEN,00:26:32,00:10:36,01:33:46,00:03:57,00:59:05,03:13:56
535,61,M,M OPEN,00:21:23,00:13:08,01:40:19,00:04:13,01:17:31,03:36:34
538,61,M,M OPEN,00:16:59,00:04:53,01:12:41,00:01:19,00:44:39,02:20:31
539,61,M,M OPEN,00:16:18,00:07:18,01:22:38,00:02:15,01:08:02,02:56:31
540,61,M,M OPEN,00:18:48,00:10:54,01:25:44,00:05:07,01:39:04,03:39:37
541,61,M,M OPEN,00:18:10,00:05:24,01:15:11,00:02:14,00:44:53,02:25:52
542,62,M,M OPEN,00:22:01,00:09:50,01:27:25,00:03:44,01:07:11,03:10:11
543,62,M,M OPEN,00:21:35,00:08:52,01:33:12,00:06:22,01:09:07,03:19:08
544,62,M,M OPEN,00:20:32,00:10:27,01:18:31,00:03:25,01:04:36,02:57:31
546,62,M,M OPEN,00:16:59,00:08:53,01:17:39,00:03:46,00:51:02,02:38:19
549,62,M,M OPEN,00:21:15,00:08:44,01:34:35,00:03:06,01:08:03,03:15:43
550,62,M,M OPEN,00:19:51,00:09:57,01:27:16,00:03:28,01:00:07,03:00:39
551,62,M,M OPEN,00:18:38,00:16:08,01:32:47,00:03:27,01:09:17,03:20:17
552,62,M,M OPEN,00:20:44,00:09:37,01:22:38,00:03:50,01:21:01,03:17:50
553,62,M,M OPEN,00:19:32,00:07:21,01:27:02,00:01:46,00:53:28,02:49:09
555,62,M,M OPEN,00:17:44,00:06:12,01:16:10,00:03:36,00:56:05,02:39:47
556,62,M,M OPEN,00:22:48,00:08:51,01:40:26,00:04:14,01:14:50,03:31:09
557,62,M,M OPEN,00:16:47,00:09:05,01:29:38,00:01:38,00:50:36,02:47:44
560,62,M,M OPEN,00:29:01,00:25:19,01:38:07,00:09:01,01:14:53,03:56:21
561,62,M,M OPEN,00:19:27,00:08:04,01:11:08,00:02:09,00:49:45,02:30:33
565,62,M,M OPEN,00:21:01,00:15:17,01:48:00,00:05:00,01:03:28,03:32:46
566,62,M,M OPEN,00:21:50,00:23:21,02:06:02,00:08:30,01:26:28,04:26:11
569,62,M,M OPEN,00:19:27,00:06:44,01:13:49,00:01:16,00:51:54,02:33:10
570,62,M,M OPEN,00:24:29,00:08:34,01:40:49,00:01:25,00:55:38,03:10:55
572,63,M,M OPEN,00:16:17,00:05:43,01:12:31,00:01:21,00:51:51,02:27:43
574,63,M,M OPEN,00:20:18,00:04:41,01:21:54,00:01:13,01:13:27,03:01:33
575,63,M,M OPEN,00:24:42,00:22:36,01:42:30,00:06:40,01:26:03,04:02:31
576,63,M,M OPEN,00:21:42,00:13:35,01:32:49,00:04:04,01:23:22,03:35:32
577,63,M,M OPEN,00:20:44,00:10:01,01:24:29,00:04:31,01:01:41,03:01:26
578,63,M,M OPEN,00:16:23,00:05:32,01:12:56,00:01:25,00:47:47,02:24:03
579,63,M,M OPEN,00:16:57,00:08:09,01:26:16,00:02:20,01:00:27,02:54:09
580,63,M,M OPEN,00:20:00,00:08:13,01:24:13,00:04:22,01:00:31,02:57:19
581,63,M,M OPEN,00:16:29,00:09:33,01:24:17,00:03:56,01:16:01,03:10:16
582,63,M,M OPEN,00:22:23,00:13:48,01:40:44,00:04:48,00:59:24,03:21:07
584,63,M,M OPEN,00:22:02,00:11:44,01:24:03,00:05:27,01:11:36,03:14:52
586,64,M,M OPEN,00:21:09,00:11:18,01:26:04,00:05:03,01:00:25,03:03:59
587,64,M,M OPEN,00:23:49,00:21:30,02:00:21,00:07:20,02:09:09,05:02:09
591,64,M,M OPEN,00:16:59,00:07:09,01:18:23,00:02:13,00:55:57,02:40:41
593,64,M,M OPEN,00:20:24,00:11:13,01:41:06,00:04:26,01:21:31,03:38:40
594,64,M,M OPEN,00:24:38,00:12:16,01:51:33,00:07:22,01:36:58,04:12:47
596,64,M,M OPEN,00:22:15,00:15:02,01:39:52,00:06:10,01:03:30,03:26:49
597,64,M,M OPEN,00:20:30,00:12:15,01:36:45,00:08:14,01:26:52,03:44:36
601,65,M,M OPEN,00:20:11,00:10:20,01:27:43,00:02:58,00:59:59,03:01:11
604,65,M,M OPEN,00:21:06,00:10:10,01:42:26,00:03:23,01:22:04,03:39:09
606,65,M,M OPEN,00:18:13,00:06:33,01:16:27,00:02:10,00:49:18,02:32:41
607,65,M,M OPEN,00:17:41,00:12:54,01:34:35,00:04:18,01:35:12,03:44:40
608,65,M,M OPEN,00:20:37,00:14:15,01:40:23,00:04:50,01:33:15,03:53:20
609,65,M,M OPEN,00:20:21,00:08:43,01:35:10,00:02:16,01:00:30,03:07:00
610,61,M,M OPEN,00:20:21,00:14:29,01:30:42,00:04:38,00:58:19,03:08:29
611,66,M,M OPEN,00:26:06,00:12:58,01:42:24,00:04:21,01:27:43,03:53:32
613,55,M,M OPEN,00:18:06,00:07:15,01:17:49,00:04:24,01:00:16,02:47:50
614,66,M,M OPEN,00:25:15,00:11:41,01:39:02,00:03:40,01:35:10,03:54:48
615,66,M,M OPEN,00:18:24,00:06:33,01:16:29,00:02:02,00:50:55,02:34:23
616,67,M,M OPEN,00:19:33,00:08:19,01:27:18,00:03:28,01:18:04,03:16:42
618,67,M,M OPEN,00:20:11,00:06:42,01:20:45,00:01:55,00:58:33,02:48:06
619,68,M,M OPEN,00:18:52,00:07:10,01:17:19,00:01:57,00:48:30,02:33:48
621,68,M,M OPEN,00:20:21,00:08:33,01:23:11,00:02:06,00:48:06,02:42:17
623,69,M,M OPEN,00:21:37,00:10:56,01:35:44,00:02:26,01:03:42,03:14:25
625,69,M,M OPEN,00:20:03,00:08:51,01:22:21,00:02:54,01:18:01,03:12:10
628,70,M,M OPEN,00:18:52,00:06:19,01:26:09,00:01:59,00:57:56,02:51:15
629,70,M,M OPEN,00:21:12,00:12:12,01:50:44,00:02:55,01:12:35,03:39:38
631,70,M,M OPEN,00:17:14,00:08:12,01:26:17,00:04:38,01:16:45,03:13:06
632,70,M,M OPEN,00:23:38,00:08:31,01:35:11,00:02:29,01:13:16,03:23:05
633,70,M,M OPEN,00:17:17,00:07:10,01:30:58,00:03:00,01:02:13,03:00:38
634,70,M,M OPEN,00:22:16,00:12:51,02:02:23,00:05:07,01:21:06,04:03:43
638,71,M,M OPEN,00:19:52,00:08:11,01:32:47,00:02:23,01:03:30,03:06:43
641,72,M,M OPEN,00:18:41,00:12:21,01:34:49,00:03:14,01:14:05,03:23:10
643,74,M,M OPEN,00:24:13,00:12:31,01:43:34,00:02:24,01:01:15,03:23:57
645,78,M,M OPEN,00:19:16,00:13:12,01:28:37,00:04:33,01:31:34,03:37:12
646,79,M,M OPEN,00:20:11,00:12:16,01:42:48,00:08:24,01:23:50,03:47:29
649,40,M,M OPEN,00:17:41,00:07:10,01:22:43,00:02:36,00:50:01,02:40:11
650,40,M,M OPEN,00:21:47,00:10:24,01:28:24,00:02:45,00:54:42,02:58:02
651,40,M,M OPEN,00:18:11,00:06:56,01:16:26,00:02:22,00:51:57,02:35:52
652,40,M,M OPEN,00:19:51,00:09:08,01:22:48,00:02:23,00:49:17,02:43:27
653,40,M,M OPEN,00:24:05,00:08:38,02:42:42,00:02:37,01:01:43,04:19:45
655,40,M,M OPEN,00:19:45,00:06:54,01:20:12,00:02:03,01:15:28,03:04:22
656,40,M,M OPEN,00:17:22,00:08:32,01:17:33,00:02:18,00:53:29,02:39:14
657,40,M,M OPEN,00:19:03,00:14:34,01:43:14,00:04:49,01:08:45,03:30:25
659,40,M,M OPEN,00:25:22,00:18:18,01:44:41,00:06:21,01:03:48,03:38:30
660,40,M,M OPEN,00:20:31,00:06:53,01:26:40,00:02:17,00:51:27,02:47:48
661,40,M,M OPEN,00:19:10,00:11:01,01:33:51,00:04:30,01:00:20,03:08:52
663,40,M,M OPEN,00:16:00,00:09:00,01:15:56,00:02:05,00:55:43,02:38:44
666,42,M,M OPEN,00:22:34,00:12:46,01:33:43,00:02:22,01:18:09,03:29:34
669,40,M,M OPEN,00:25:07,00:22:53,01:27:33,00:13:44,01:17:52,03:47:09
670,40,M,M OPEN,00:22:31,00:09:34,01:23:54,00:04:08,00:49:35,02:49:42
672,40,M,M OPEN,00:21:08,00:09:45,01:17:52,00:05:11,01:18:13,03:12:09
673,40,M,M OPEN,00:19:54,00:08:50,01:18:15,00:02:26,00:53:09,02:42:34
675,40,M,M OPEN,00:21:40,00:16:40,01:37:26,00:05:07,00:51:16,03:12:09
676,40,M,M OPEN,00:21:01,00:07:57,01:19:11,00:01:37,00:42:15,02:32:01
677,40,M,M OPEN,00:19:40,00:10:40,01:33:47,00:04:41,00:52:26,03:01:14
678,40,M,M OPEN,00:17:43,00:07:01,01:34:04,00:01:29,01:02:29,03:02:46
679,40,M,M OPEN,00:19:16,00:11:07,01:28:04,00:03:16,00:49:17,02:51:00
680,40,M,M OPEN,00:28:22,00:13:16,01:42:59,00:05:19,01:01:16,03:31:12
682,40,M,M OPEN,00:18:44,00:06:21,01:28:15,00:02:11,00:56:24,02:51:55
683,40,M,M OPEN,00:18:10,00:07:59,01:24:45,00:02:33,01:10:57,03:04:24
684,40,M,M OPEN,00:20:26,00:11:39,01:33:01,00:04:46,01:04:44,03:14:36
685,40,M,M OPEN,00:18:23,00:09:44,01:26:51,00:03:24,01:00:25,02:58:47
688,40,M,M OPEN,00:20:05,00:11:45,01:40:55,00:02:52,00:51:27,03:07:04
689,40,M,M OPEN,00:24:13,00:10:39,01:31:56,00:03:02,00:57:25,03:07:15
690,40,M,M OPEN,00:24:38,00:11:01,01:29:40,00:02:28,00:46:04,02:53:51
691,40,M,M OPEN,00:21:15,00:08:13,01:15:49,00:01:36,00:44:57,02:31:50
693,40,M,M OPEN,00:16:48,00:05:22,01:10:11,00:01:12,00:42:23,02:15:56
694,40,M,M OPEN,00:16:19,00:05:05,01:22:02,00:01:48,00:53:32,02:38:46
696,40,M,M OPEN,00:18:47,00:07:56,01:20:50,00:03:17,00:52:25,02:43:15
697,40,M,M OPEN,00:26:20,00:09:36,01:21:53,00:05:29,00:57:13,03:00:31
698,40,M,M OPEN,00:19:06,00:07:04,01:27:41,00:02:47,00:59:56,02:56:34
699,40,M,M OPEN,00:17:08,00:31:19,01:42:19,00:05:20,01:03:17,03:39:23
700,40,M,M OPEN,00:17:28,00:05:00,01:11:28,00:01:19,00:41:52,02:17:07
701,40,M,M OPEN,00:17:59,00:08:01,01:19:04,00:02:10,00:52:09,02:39:23
702,40,M,M OPEN,00:19:25,00:06:16,01:16:55,00:02:23,00:50:04,02:35:03
703,40,M,M OPEN,00:16:47,00:08:59,01:28:41,00:02:26,00:59:06,02:55:59
704,40,M,M OPEN,00:18:04,00:08:52,01:21:18,00:01:59,00:55:39,02:45:52
707,40,M,M OPEN,00:21:24,00:08:29,01:22:43,00:02:10,00:58:04,02:52:50
708,43,M,M OPEN,00:19:23,00:09:45,01:23:35,00:02:34,00:53:59,02:49:16
709,40,M,M OPEN,00:24:29,00:06:29,01:23:29,00:01:43,00:52:29,02:48:39
713,40,M,M OPEN,00:17:05,00:06:44,01:21:53,00:01:48,00:47:29,02:34:59
714,40,M,M OPEN,00:25:44,00:13:55,01:41:25,00:02:58,01:09:55,03:33:57
717,40,M,M OPEN,00:17:35,00:08:16,01:22:42,00:02:49,00:47:16,02:38:38
718,40,M,M OPEN,00:19:27,00:10:26,01:41:20,00:02:32,00:57:14,03:10:59
719,40,M,M OPEN,00:18:17,00:07:46,01:18:34,00:01:23,00:50:54,02:36:54
722,40,M,M OPEN,00:17:49,00:06:53,01:22:30,00:03:19,00:56:12,02:46:43
724,40,M,M OPEN,00:23:28,00:07:28,01:25:36,00:02:29,00:56:30,02:55:31
726,40,M,M OPEN,00:24:52,00:09:12,01:22:18,00:03:07,00:45:49,02:45:18
727,40,M,M OPEN,00:21:52,00:07:58,01:14:11,00:02:25,00:52:05,02:38:31
734,40,M,M OPEN,00:22:38,00:10:36,01:23:47,00:02:01,00:47:51,02:46:53
736,40,M,M OPEN,00:21:15,00:07:08,01:23:01,00:01:47,00:52:06,02:45:17
738,40,M,M OPEN,00:19:00,00:13:39,01:34:17,00:02:53,00:45:08,02:54:57
739,40,M,M OPEN,00:20:30,00:06:27,01:18:41,00:01:45,00:51:03,02:38:26
740,40,M,M OPEN,00:30:58,00:12:04,01:49:47,00:05:10,01:28:57,04:06:56
742,40,M,M OPEN,00:18:25,00:11:17,01:27:43,00:03:54,00:48:52,02:50:11
743,40,M,M OPEN,00:17:13,00:07:04,01:17:22,00:02:57,00:51:22,02:35:58
744,40,M,M OPEN,00:24:23,00:08:01,01:23:28,00:02:37,00:45:19,02:43:48
750,40,M,M OPEN,00:24:59,00:08:15,01:28:59,00:03:54,01:07:49,03:13:56
751,40,M,M OPEN,00:25:11,00:17:22,01:43:56,00:10:48,01:06:46,03:44:03
752,40,M,M OPEN,00:16:17,00:04:58,01:11:51,00:01:21,00:41:45,02:16:12
754,40,M,M OPEN,00:16:46,00:05:57,01:14:32,00:01:48,00:41:26,02:20:29
757,40,M,M OPEN,00:29:15,00:10:33,01:31:55,00:02:26,00:59:23,03:13:32
758,40,M,M OPEN,00:22:42,00:13:25,01:38:50,00:03:48,01:07:39,03:26:24
759,40,M,M OPEN,00:22:17,00:14:49,01:43:05,00:03:10,00:54:02,03:17:23
760,41,M,M OPEN,00:19:23,00:08:15,01:18:28,00:01:55,00:39:44,02:27:45
761,41,M,M OPEN,00:21:20,00:10:41,01:41:52,00:02:49,01:21:55,03:38:37
762,41,M,M OPEN,00:18:33,00:09:06,01:27:14,00:03:10,00:59:57,02:58:00
763,41,M,M OPEN,00:18:24,00:11:39,01:26:43,00:03:29,01:10:58,03:11:13
764,41,M,M OPEN,00:18:17,00:05:57,01:27:50,00:01:57,01:26:17,03:20:18
765,41,M,M OPEN,00:20:27,00:10:34,01:21:44,00:05:38,00:49:41,02:48:04
766,41,M,M OPEN,00:17:18,00:08:31,01:27:30,00:02:55,01:03:28,02:59:42
767,41,M,M OPEN,00:18:04,00:08:04,01:20:07,00:02:04,00:58:32,02:46:51
768,41,M,M OPEN,00:20:11,00:08:29,01:28:51,00:02:32,00:56:52,02:56:55
770,41,M,M OPEN,00:18:26,00:06:36,01:18:58,00:01:59,00:52:25,02:38:24
772,41,M,M OPEN,00:20:35,00:08:21,01:24:00,00:03:11,00:42:27,02:38:34
774,41,M,M OPEN,00:19:02,00:07:06,01:20:12,00:01:51,00:45:44,02:33:55
775,41,M,M OPEN,00:19:38,00:08:39,01:33:18,00:02:50,00:55:49,03:00:14
776,41,M,M OPEN,00:18:03,00:05:01,01:13:45,00:01:20,00:44:59,02:23:08
779,41,M,M OPEN,00:18:12,00:06:06,01:18:10,00:02:03,00:50:48,02:35:19
781,41,M,M OPEN,00:22:03,00:11:52,01:28:41,00:05:19,00:50:57,02:58:52
782,41,M,M OPEN,00:16:47,00:06:12,01:19:23,00:01:41,00:50:55,02:34:58
783,41,M,M OPEN,00:31:48,00:18:35,01:55:15,00:07:29,01:09:06,04:02:13
784,41,M,M OPEN,00:15:43,00:05:46,01:16:45,00:01:44,00:44:14,02:24:12
785,41,M,M OPEN,00:15:40,00:06:06,01:08:23,00:01:28,00:43:28,02:15:05
788,41,M,M OPEN,00:20:28,00:11:32,01:27:07,00:08:09,01:16:24,03:23:40
791,41,M,M OPEN,00:18:51,00:07:41,01:23:05,00:02:36,00:54:34,02:46:47
792,41,M,M OPEN,00:21:16,00:07:12,01:18:52,00:02:23,01:01:19,02:51:02
793,41,M,M OPEN,00:17:26,00:05:58,01:15:59,00:01:44,00:50:36,02:31:43
798,41,M,M OPEN,00:18:18,00:08:39,01:28:57,00:02:53,00:54:23,02:53:10
799,41,M,M OPEN,00:20:12,00:08:26,01:29:34,00:04:21,01:02:15,03:04:48
801,41,M,M OPEN,00:18:38,00:05:55,01:21:07,00:02:27,00:53:25,02:41:32
802,41,M,M OPEN,00:20:23,00:10:22,01:26:10,00:02:55,00:52:39,02:52:29
803,41,M,M OPEN,00:21:47,00:07:21,01:22:02,00:02:47,00:44:15,02:38:12
804,41,M,M OPEN,00:18:42,00:06:19,01:18:03,00:01:50,00:46:53,02:31:47
805,41,M,M OPEN,00:17:41,00:09:45,01:19:49,00:05:05,00:56:26,02:48:46
807,41,M,M OPEN,00:16:53,00:06:20,01:14:44,00:01:42,00:40:32,02:20:11
808,41,M,M OPEN,00:17:57,00:06:42,01:16:32,00:02:00,01:00:00,02:43:11
809,41,M,M OPEN,00:17:31,00:05:22,01:14:45,00:01:41,00:53:02,02:32:21
810,41,M,M OPEN,00:19:04,00:19:41,01:31:27,00:08:38,00:55:25,03:14:15
813,41,M,M OPEN,00:20:42,00:10:28,01:39:48,00:06:17,01:26:05,03:43:20
814,41,M,M OPEN,00:18:09,00:06:09,01:16:33,00:01:20,00:46:38,02:28:49
816,41,M,M OPEN,00:19:23,00:11:06,01:27:51,00:07:31,00:49:04,02:54:55
817,41,M,M OPEN,00:20:55,00:09:14,01:24:35,00:01:45,00:58:34,02:55:03
818,41,M,M OPEN,00:18:34,00:07:37,01:24:46,00:02:03,00:54:49,02:47:49
820,41,M,M OPEN,00:22:47,00:07:40,01:18:27,00:02:00,01:01:19,02:52:13
821,41,M,M OPEN,00:18:53,00:07:56,01:23:25,00:03:08,00:56:51,02:50:13
823,41,M,M OPEN,00:16:51,00:05:50,01:25:46,00:01:55,00:51:38,02:42:00
824,41,M,M OPEN,00:16:12,00:05:25,01:13:34,00:01:19,00:43:39,02:20:09
825,41,M,M OPEN,00:25:02,00:09:01,01:22:31,00:02:38,00:51:42,02:50:54
827,41,M,M OPEN,00:18:27,00:08:29,01:17:34,00:03:06,00:51:34,02:39:10
830,41,M,M OPEN,00:21:51,00:09:11,01:35:12,00:04:07,00:57:57,03:08:18
832,41,M,M OPEN,00:24:39,00:14:00,01:37:38,00:03:08,00:54:42,03:14:07
833,41,M,M OPEN,00:22:51,00:10:52,01:26:24,00:04:35,00:57:35,03:02:17
834,41,M,M OPEN,00:22:52,00:09:58,01:35:01,00:03:59,00:55:14,03:07:04
836,41,M,M OPEN,00:20:56,00:09:42,01:24:17,00:03:12,00:59:43,02:57:50
837,41,M,M OPEN,00:19:15,00:07:06,01:25:45,00:02:48,00:49:21,02:44:15
839,41,M,M OPEN,00:21:26,00:07:46,01:36:41,00:03:05,00:57:29,03:06:27
840,41,M,M OPEN,00:25:23,00:14:48,01:47:18,00:04:41,01:15:07,03:47:17
842,41,M,M OPEN,00:26:40,00:11:37,01:35:49,00:03:46,01:13:08,03:31:00
843,41,M,M OPEN,00:18:01,00:06:46,01:14:54,00:01:46,00:48:15,02:29:42
844,41,M,M OPEN,00:17:07,00:08:19,01:17:03,00:01:50,01:01:22,02:45:41
846,41,M,M OPEN,00:21:44,00:08:41,01:25:18,00:02:28,01:00:10,02:58:21
850,41,M,M OPEN,00:18:51,00:07:43,01:25:23,00:02:50,00:48:20,02:43:07
852,41,M,M OPEN,00:20:43,00:09:42,01:19:13,00:02:01,00:52:39,02:44:18
853,41,M,M OPEN,00:20:52,00:12:07,01:28:53,00:03:42,00:54:53,03:00:27
854,41,M,M OPEN,00:20:02,00:09:21,01:23:34,00:02:48,00:52:42,02:48:27
855,41,M,M OPEN,00:24:13,00:11:56,01:32:19,00:05:46,01:05:07,03:19:21
858,41,M,M OPEN,00:21:35,00:16:14,01:42:15,00:07:58,01:33:39,04:01:41
861,41,M,M OPEN,00:24:33,00:10:38,01:48:28,00:02:24,01:09:46,03:35:49
862,42,M,M OPEN,00:18:05,00:06:46,01:18:30,00:01:22,00:47:50,02:32:33
864,42,M,M OPEN,00:23:41,00:06:35,01:17:50,00:01:31,01:01:08,02:50:45
865,42,M,M OPEN,00:18:51,00:07:21,01:19:08,00:01:43,00:48:51,02:35:54
867,42,M,M OPEN,00:22:00,00:10:32,01:31:56,00:04:08,00:57:06,03:05:42
868,42,M,M OPEN,00:18:32,00:07:10,01:26:35,00:02:59,00:50:21,02:45:37
869,42,M,M OPEN,00:18:29,00:08:31,01:17:25,00:03:03,00:46:13,02:33:41
870,42,M,M OPEN,00:19:52,00:10:38,01:32:20,00:03:13,00:56:37,03:02:40
871,42,M,M OPEN,00:20:17,00:09:25,01:17:13,00:02:10,00:56:46,02:45:51
873,42,M,M OPEN,00:15:19,00:08:34,01:16:52,00:01:54,00:45:42,02:28:21
874,42,M,M OPEN,00:26:18,00:17:14,02:09:21,00:04:30,01:13:58,04:11:21
875,42,M,M OPEN,00:20:34,00:16:28,01:32:08,00:02:53,00:49:40,03:01:43
877,42,M,M OPEN,00:21:26,00:07:09,01:18:04,00:01:47,00:56:04,02:44:30
879,42,M,M OPEN,00:19:19,00:08:58,01:27:54,00:03:41,00:53:06,02:52:58
881,42,M,M OPEN,00:24:31,00:12:32,01:42:35,00:02:56,01:07:15,03:29:49
882,42,M,M OPEN,00:19:09,00:10:56,01:20:37,00:02:32,00:54:35,02:47:49
884,42,M,M OPEN,00:20:05,00:06:53,01:12:33,00:01:46,00:49:18,02:30:35
885,42,M,M OPEN,00:18:02,00:06:53,01:28:55,00:02:22,00:55:21,02:51:33
888,42,M,M OPEN,00:17:20,00:07:13,01:19:14,00:01:29,00:52:06,02:37:22
889,42,M,M OPEN,00:23:35,00:06:51,01:15:36,00:02:08,00:45:45,02:33:55
891,42,M,M OPEN,00:19:45,00:08:11,01:30:22,00:04:22,01:00:31,03:03:11
894,42,M,M OPEN,00:24:20,00:07:23,01:42:56,00:03:35,01:25:25,03:43:39
895,42,M,M OPEN,00:21:43,00:07:48,01:15:37,00:01:43,00:52:43,02:39:34
896,42,M,M OPEN,00:20:21,00:08:03,01:22:11,00:01:22,00:44:28,02:36:25
898,42,M,M OPEN,00:18:07,00:08:05,01:19:28,00:03:00,00:51:45,02:40:25
899,42,M,M OPEN,00:17:11,00:06:41,01:16:00,00:01:33,00:51:35,02:33:00
900,42,M,M OPEN,00:19:13,00:05:34,01:20:09,00:01:09,00:54:02,02:40:07
901,42,M,M OPEN,00:19:42,00:07:58,01:19:15,00:02:14,00:57:30,02:46:39
902,42,M,M OPEN,00:20:41,00:08:29,01:16:05,00:02:28,00:58:23,02:46:06
904,42,M,M OPEN,00:15:26,00:04:04,01:05:10,00:01:06,00:39:50,02:05:36
906,42,M,M OPEN,00:15:40,00:08:43,01:16:06,00:02:51,01:00:21,02:43:41
907,42,M,M OPEN,00:17:37,00:05:34,01:12:22,00:01:26,00:47:30,02:24:29
909,42,M,M OPEN,00:19:58,00:06:46,01:19:10,00:02:33,00:59:47,02:48:14
910,42,M,M OPEN,00:17:02,00:05:04,01:12:34,00:01:26,00:42:31,02:18:37
911,42,M,M OPEN,00:19:24,00:07:53,01:26:46,00:02:28,00:59:41,02:56:12
913,42,M,M OPEN,00:19:36,00:08:08,01:22:07,00:02:42,00:51:08,02:43:41
914,42,M,M OPEN,00:19:10,00:05:04,01:14:55,00:01:15,00:44:57,02:25:21
915,42,M,M OPEN,00:23:07,00:09:49,01:38:22,00:04:00,00:51:32,03:06:50
916,42,M,M OPEN,00:18:20,00:05:44,01:15:18,00:01:59,00:57:37,02:38:58
917,42,M,M OPEN,00:15:50,00:07:23,01:15:37,00:01:55,00:49:23,02:30:08
918,42,M,M OPEN,00:18:08,00:05:31,01:12:35,00:01:50,00:44:01,02:22:05
919,42,M,M OPEN,00:19:50,00:08:50,01:30:15,00:03:10,00:56:14,02:58:19
920,42,M,M OPEN,00:22:18,00:16:14,01:34:11,00:05:54,00:51:47,03:10:24
921,42,M,M OPEN,00:16:27,00:04:40,01:08:38,00:01:06,00:42:16,02:13:07
922,42,M,M OPEN,00:27:02,00:13:36,01:41:50,00:02:38,00:57:58,03:23:04
923,42,M,M OPEN,00:18:55,00:06:08,01:30:50,00:02:29,00:55:06,02:53:28
924,42,M,M OPEN,00:20:38,00:05:58,01:15:11,00:01:39,00:49:27,02:32:53
925,42,M,M OPEN,00:24:44,00:08:30,01:37:29,00:02:46,00:52:44,03:06:13
926,42,M,M OPEN,00:19:06,00:12:15,01:34:49,00:05:25,01:12:50,03:24:25
930,42,M,M OPEN,00:17:49,00:06:30,01:27:08,00:02:05,00:45:10,02:38:42
931,42,M,M OPEN,00:18:29,00:10:29,01:24:03,00:04:14,00:48:36,02:45:51
933,42,M,M OPEN,00:15:00,00:06:45,01:22:42,00:01:27,00:52:13,02:38:07
934,42,M,M OPEN,00:21:01,00:11:21,01:36:02,00:06:08,01:10:47,03:25:19
935,42,M,M OPEN,00:24:00,00:06:47,01:24:54,00:02:10,00:51:27,02:49:18
936,42,M,M OPEN,00:25:14,00:08:09,01:16:56,00:03:22,00:54:21,02:48:02
939,42,M,M OPEN,00:15:58,00:05:40,01:12:55,00:01:29,00:40:47,02:16:49
940,42,M,M OPEN,00:21:16,00:06:08,01:24:39,00:02:51,00:49:18,02:44:12
941,42,M,M OPEN,00:18:21,00:07:58,01:16:28,00:02:10,00:52:22,02:37:19
943,42,M,M OPEN,00:18:09,00:07:56,01:23:09,00:03:48,00:47:55,02:40:57
945,42,M,M OPEN,00:20:30,00:05:05,01:14:24,00:01:28,00:46:08,02:27:35
948,42,M,M OPEN,00:17:05,00:07:30,01:20:58,00:03:14,00:49:33,02:38:20
949,42,M,M OPEN,00:19:57,00:08:01,01:22:15,00:03:38,01:07:24,03:01:15
950,42,M,M OPEN,00:21:49,00:09:10,01:28:55,00:02:22,00:57:42,02:59:58
953,42,M,M OPEN,00:20:36,00:08:03,01:22:38,00:01:59,00:54:05,02:47:21
956,42,M,M OPEN,00:34:19,00:14:08,01:43:19,00:03:30,01:13:21,03:48:37
957,41,M,M OPEN,00:17:05,00:05:30,01:09:38,00:02:07,00:45:02,02:19:22
958,42,M,M OPEN,00:16:14,00:05:41,01:08:06,00:01:11,00:40:41,02:11:53
960,42,M,M OPEN,00:21:23,00:08:15,01:24:37,00:02:37,00:51:07,02:47:59
961,42,M,M OPEN,00:22:14,00:07:39,01:15:37,00:02:19,00:55:34,02:43:23
962,42,M,M OPEN,00:17:43,00:08:51,01:21:38,00:03:11,00:53:13,02:44:36
965,42,M,M OPEN,00:21:55,00:16:10,01:36:19,00:04:17,01:10:03,03:28:44
966,42,M,M OPEN,00:23:17,00:13:06,01:36:17,00:03:00,00:53:53,03:09:33
967,42,M,M OPEN,00:15:38,00:05:14,01:16:28,00:01:30,00:46:31,02:25:21
968,42,M,M OPEN,00:16:46,00:05:53,01:15:38,00:02:06,00:53:26,02:33:49
969,42,M,M OPEN,00:20:47,00:09:13,01:39:10,00:03:07,01:02:55,03:15:12
970,42,M,M OPEN,00:20:07,00:11:14,01:22:07,00:04:31,00:52:31,02:50:30
972,43,M,M OPEN,00:21:05,00:08:18,01:24:27,00:03:10,00:49:02,02:46:02
974,43,M,M OPEN,00:19:03,00:08:22,01:28:01,00:03:24,01:01:44,03:00:34
978,43,M,M OPEN,00:16:24,00:05:20,01:10:09,00:01:56,00:42:35,02:16:24
979,43,M,M OPEN,00:22:47,00:08:45,01:27:33,00:01:30,00:49:18,02:49:53
980,43,M,M OPEN,00:17:17,00:08:57,01:25:07,00:04:16,00:49:10,02:44:47
